week,date,winner,loser,point_diff,year
8,2017-10-14,Florida International,Tulane,13,2017
8,2017-10-14,Florida State,Duke,7,2017
8,2017-10-14,Fresno State,New Mexico,38,2017
8,2017-10-14,Georgia,Missouri,25,2017
8,2017-10-14,Georgia State,Louisiana-Monroe,10,2017
8,2017-10-14,Hawaii,San Jose State,11,2017
8,2017-10-14,Iowa State,Kansas,45,2017
8,2017-10-14,Kent State,Miami,3,2017
8,2017-10-14,Louisiana State,Auburn,4,2017
8,2017-10-14,Marshall,Old Dominion,32,2017
8,2017-10-14,Memphis,Navy,3,2017
8,2017-10-14,Miami,Georgia Tech,1,2017
8,2017-10-14,Michigan,Indiana,7,2017
8,2017-10-14,Michigan State,Minnesota,3,2017
8,2017-10-14,Mississippi,Vanderbilt,22,2017
8,2017-10-14,Mississippi State,Brigham Young,25,2017
8,2017-10-14,New Mexico State,Georgia Southern,8,2017
8,2017-10-14,North Carolina State,Pittsburgh,18,2017
8,2017-10-14,North Texas,Texas-San Antonio,3,2017
8,2017-10-14,Northern Illinois,Buffalo,1,2017
8,2017-10-14,Northwestern,Maryland,16,2017
8,2017-10-14,Ohio,Bowling Green,18,2017
8,2017-10-14,Ohio State,Nebraska,42,2017
8,2017-10-14,Oklahoma,Texas,5,2017
8,2017-10-14,Oklahoma State,Baylor,43,2017
8,2017-10-14,Rutgers,Illinois,11,2017
8,2017-10-14,South Carolina,Tennessee,6,2017
8,2017-10-14,South Florida,Cincinnati,30,2017
8,2017-10-14,Southern California,Utah,1,2017
8,2017-10-14,Southern Mississippi,Texas-El Paso,24,2017
8,2017-10-14,Stanford,Oregon,42,2017
8,2017-10-14,Texas A&M,Florida,2,2017
8,2017-10-14,Texas Christian,Kansas State,20,2017
8,2017-10-14,Toledo,Central Michigan,20,2017
8,2017-10-14,Tulsa,Houston,28,2017
8,2017-10-14,Virginia,North Carolina,6,2017
8,2017-10-14,West Virginia,Texas Tech,11,2017
8,2017-10-14,Western Kentucky,Charlotte,31,2017
8,2017-10-14,Wisconsin,Purdue,8,2017
8,2017-10-14,Wyoming,Utah State,5,2017
8,2017-10-15,Akron,Western Michigan,1,2017
9,2017-10-19,Arkansas State,Louisiana,44,2017
9,2017-10-19,Memphis,Houston,4,2017
9,2017-10-20,Air Force,Nevada,3,2017
9,2017-10-20,Colorado State,New Mexico,3,2017
9,2017-10-20,Marshall,Middle Tennessee State,28,2017
9,2017-10-20,Western Kentucky,Old Dominion,4,2017
9,2017-10-21,Alabama,Tennessee,38,2017
9,2017-10-21,Appalachian State,Coastal Carolina,8,2017
9,2017-10-21,Arizona,California,1,2017
9,2017-10-21,Arizona State,Utah,20,2017
9,2017-10-21,Army,Temple,3,2017
9,2017-10-21,Auburn,Arkansas,32,2017
9,2017-10-21,Boise State,Wyoming,10,2017
9,2017-10-21,Boston College,Virginia,31,2017
9,2017-10-21,Central Florida,Navy,10,2017
9,2017-10-21,Central Michigan,Ball State,47,2017
9,2017-10-21,Charlotte,Alabama-Birmingham,1,2017
9,2017-10-21,Connecticut,Tulsa,6,2017
9,2017-10-21,East Carolina,Brigham Young,16,2017
9,2017-10-21,Florida Atlantic,North Texas,38,2017
9,2017-10-21,Fresno State,San Diego State,24,2017
9,2017-10-21,Georgia Tech,Wake Forest,14,2017
9,2017-10-21,Iowa State,Texas Tech,18,2017
9,2017-10-21,Louisiana State,Mississippi,16,2017
9,2017-10-21,Louisville,Florida State,3,2017
9,2017-10-21,Massachusetts,Georgia Southern,35,2017
9,2017-10-21,Miami,Syracuse,8,2017
9,2017-10-21,Miami,Buffalo,10,2017
9,2017-10-21,Michigan State,Indiana,8,2017
9,2017-10-21,Minnesota,Illinois,7,2017
9,2017-10-21,Mississippi State,Kentucky,38,2017
9,2017-10-21,Missouri,Idaho,47,2017
9,2017-10-21,Monmouth,Liberty,17,2017
9,2017-10-21,Northern Illinois,Bowling Green,31,2017
9,2017-10-21,Northwestern,Iowa,7,2017
9,2017-10-21,Notre Dame,Southern California,35,2017
9,2017-10-21,Ohio,Kent State,45,2017
9,2017-10-21,Oklahoma,Kansas State,7,2017
9,2017-10-21,Oklahoma State,Texas,3,2017
9,2017-10-21,Penn State,Michigan,29,2017
9,2017-10-21,Pittsburgh,Duke,7,2017
9,2017-10-21,Rutgers,Purdue,2,2017
9,2017-10-21,South Alabama,Louisiana-Monroe,10,2017
9,2017-10-21,South Florida,Tulane,6,2017
9,2017-10-21,Southern Methodist,Cincinnati,3,2017
9,2017-10-21,Southern Mississippi,Louisiana Tech,7,2017
9,2017-10-21,Texas Christian,Kansas,43,2017
9,2017-10-21,Texas-San Antonio,Rice,13,2017
9,2017-10-21,Toledo,Akron,27,2017
9,2017-10-21,Troy,Georgia State,24,2017
9,2017-10-21,UCLA,Oregon,17,2017
9,2017-10-21,Utah State,Nevada-Las Vegas,24,2017
9,2017-10-21,Virginia Tech,North Carolina,52,2017
9,2017-10-21,Washington State,Colorado,28,2017
9,2017-10-21,West Virginia,Baylor,2,2017
9,2017-10-21,Western Michigan,Eastern Michigan,3,2017
9,2017-10-21,Wisconsin,Maryland,25,2017
10,2017-10-26,Georgia State,South Alabama,8,2017
10,2017-10-26,Northern Illinois,Eastern Michigan,3,2017
10,2017-10-26,Stanford,Oregon State,1,2017
10,2017-10-26,Toledo,Ball State,41,2017
10,2017-10-27,Boston College,Florida State,32,2017
10,2017-10-27,Memphis,Tulane,30,2017
10,2017-10-27,Southern Methodist,Tulsa,4,2017
10,2017-10-28,Air Force,Colorado State,17,2017
10,2017-10-28,Akron,Buffalo,1,2017
10,2017-10-28,Alabama-Birmingham,Southern Mississippi,18,2017
10,2017-10-28,Arizona,Washington State,21,2017
10,2017-10-28,Arkansas,Mississippi,1,2017
10,2017-10-28,Arkansas State,New Mexico State,16,2017
10,2017-10-28,Boise State,Utah State,27,2017
10,2017-10-28,Brigham Young,San Jose State,21,2017
10,2017-10-28,Central Florida,Austin Peay,40,2017
10,2017-10-28,Clemson,Georgia Tech,14,2017
10,2017-10-28,Colorado,California,16,2017
10,2017-10-28,Florida Atlantic,Western Kentucky,14,2017
10,2017-10-28,Florida International,Marshall,11,2017
10,2017-10-28,Georgia,Florida,35,2017
10,2017-10-28,Houston,South Florida,4,2017
10,2017-10-28,Idaho,Louisiana-Monroe,8,2017
10,2017-10-28,Iowa,Minnesota,7,2017
10,2017-10-28,Iowa State,Texas Christian,7,2017
10,2017-10-28,Kansas State,Kansas,10,2017
10,2017-10-28,Kentucky,Tennessee,3,2017
10,2017-10-28,Liberty,Gardner-Webb,16,2017
10,2017-10-28,Louisiana Tech,Rice,14,2017
10,2017-10-28,Maryland,Indiana,3,2017
10,2017-10-28,Massachusetts,Appalachian State,3,2017
10,2017-10-28,Miami,North Carolina,5,2017
10,2017-10-28,Michigan,Rutgers,21,2017
10,2017-10-28,Mississippi State,Texas A&M,21,2017
10,2017-10-28,Missouri,Connecticut,40,2017
10,2017-10-28,Nebraska,Purdue,1,2017
10,2017-10-28,Nevada-Las Vegas,Fresno State,10,2017
10,2017-10-28,North Texas,Old Dominion,7,2017
10,2017-10-28,Northwestern,Michigan State,8,2017
10,2017-10-28,Notre Dame,North Carolina State,21,2017
10,2017-10-28,Ohio State,Penn State,1,2017
10,2017-10-28,Oklahoma,Texas Tech,22,2017
10,2017-10-28,Oklahoma State,West Virginia,11,2017
10,2017-10-28,Oregon,Utah,21,2017
10,2017-10-28,Pittsburgh,Virginia,17,2017
10,2017-10-28,San Diego State,Hawaii,21,2017
10,2017-10-28,South Carolina,Vanderbilt,7,2017
10,2017-10-28,Southern California,Arizona State,31,2017
10,2017-10-28,Texas,Baylor,31,2017
10,2017-10-28,Texas State,Coastal Carolina,20,2017
10,2017-10-28,Texas-San Antonio,Texas-El Paso,17,2017
10,2017-10-28,Troy,Georgia Southern,22,2017
10,2017-10-28,Virginia Tech,Duke,21,2017
10,2017-10-28,Wake Forest,Louisville,10,2017
10,2017-10-28,Washington,UCLA,21,2017
10,2017-10-28,Wisconsin,Illinois,14,2017
10,2017-10-28,Wyoming,New Mexico,39,2017
11,2017-10-31,Bowling Green,Kent State,28,2017
11,2017-10-31,Ohio,Miami,17,2017
11,2017-11-01,Central Michigan,Western Michigan,7,2017
11,2017-11-02,Eastern Michigan,Ball State,42,2017
11,2017-11-02,Temple,Navy,8,2017
11,2017-11-02,Toledo,Northern Illinois,10,2017
11,2017-11-02,Troy,Idaho,3,2017
11,2017-11-03,Florida Atlantic,Marshall,5,2017
11,2017-11-03,Memphis,Tulsa,27,2017
11,2017-11-03,Utah,UCLA,31,2017
11,2017-11-04,Alabama,Louisiana State,14,2017
11,2017-11-04,Alabama-Birmingham,Rice,31,2017
11,2017-11-04,Arizona State,Colorado,11,2017
11,2017-11-04,Arkansas,Coastal Carolina,1,2017
11,2017-11-04,Army,Air Force,21,2017
11,2017-11-04,Auburn,Texas A&M,15,2017
11,2017-11-04,Baylor,Kansas,29,2017
11,2017-11-04,Boise State,Nevada,27,2017
11,2017-11-04,California,Oregon State,14,2017
11,2017-11-04,Central Florida,Southern Methodist,7,2017
11,2017-11-04,Cincinnati,Tulane,1,2017
11,2017-11-04,Clemson,North Carolina State,7,2017
11,2017-11-04,Florida International,Texas-San Antonio,7,2017
11,2017-11-04,Florida State,Syracuse,3,2017
11,2017-11-04,Fresno State,Brigham Young,7,2017
11,2017-11-04,Georgia,South Carolina,14,2017
11,2017-11-04,Georgia State,Georgia Southern,4,2017
11,2017-11-04,Houston,East Carolina,25,2017
11,2017-11-04,Iowa,Ohio State,31,2017
11,2017-11-04,Kansas State,Texas Tech,7,2017
11,2017-11-04,Liberty,Duquesne,3,2017
11,2017-11-04,Louisiana,South Alabama,5,2017
11,2017-11-04,Louisiana-Monroe,Appalachian State,7,2017
11,2017-11-04,Miami,Virginia Tech,18,2017
11,2017-11-04,Michigan,Minnesota,23,2017
11,2017-11-04,Michigan State,Penn State,3,2017
11,2017-11-04,Middle Tennessee State,Texas-El Paso,27,2017
11,2017-11-04,Mississippi,Kentucky,3,2017
11,2017-11-04,Mississippi State,Massachusetts,11,2017
11,2017-11-04,Missouri,Florida,29,2017
11,2017-11-04,Nevada-Las Vegas,Hawaii,8,2017
11,2017-11-04,New Mexico State,Texas State,10,2017
11,2017-11-04,North Texas,Louisiana Tech,1,2017
11,2017-11-04,Northwestern,Nebraska,7,2017
11,2017-11-04,Notre Dame,Wake Forest,11,2017
11,2017-11-04,Oklahoma,Oklahoma State,10,2017
11,2017-11-04,Old Dominion,Charlotte,6,2017
11,2017-11-04,Purdue,Illinois,19,2017
11,2017-11-04,Rutgers,Maryland,7,2017
11,2017-11-04,San Diego State,San Jose State,45,2017
11,2017-11-04,South Florida,Connecticut,17,2017
11,2017-11-04,Southern California,Arizona,14,2017
11,2017-11-04,Tennessee,Southern Mississippi,14,2017
11,2017-11-04,Texas Christian,Texas,17,2017
11,2017-11-04,Utah State,New Mexico,14,2017
11,2017-11-04,Vanderbilt,Western Kentucky,14,2017
11,2017-11-04,Virginia,Georgia Tech,4,2017
11,2017-11-04,Washington,Oregon,35,2017
11,2017-11-04,Washington State,Stanford,3,2017
11,2017-11-04,West Virginia,Iowa State,4,2017
11,2017-11-04,Wisconsin,Indiana,28,2017
11,2017-11-04,Wyoming,Colorado State,3,2017
12,2017-11-07,Buffalo,Bowling Green,10,2017
12,2017-11-07,Miami,Akron,10,2017
12,2017-11-08,Central Michigan,Eastern Michigan,12,2017
12,2017-11-08,Ohio,Toledo,28,2017
12,2017-11-08,Western Michigan,Kent State,28,2017
12,2017-11-09,Appalachian State,Georgia Southern,21,2017
12,2017-11-09,North Carolina,Pittsburgh,3,2017
12,2017-11-09,Northern Illinois,Ball State,46,2017
12,2017-11-10,Brigham Young,Nevada-Las Vegas,10,2017
12,2017-11-10,Stanford,Washington,8,2017
12,2017-11-10,Temple,Cincinnati,11,2017
12,2017-11-11,Alabama,Mississippi State,7,2017
12,2017-11-11,Alabama-Birmingham,Texas-San Antonio,5,2017
12,2017-11-11,Arizona,Oregon State,21,2017
12,2017-11-11,Army,Duke,5,2017
12,2017-11-11,Auburn,Georgia,23,2017
12,2017-11-11,Boise State,Colorado State,7,2017
12,2017-11-11,Central Florida,Connecticut,25,2017
12,2017-11-11,Clemson,Florida State,17,2017
12,2017-11-11,Florida Atlantic,Louisiana Tech,25,2017
12,2017-11-11,Fresno State,Hawaii,10,2017
12,2017-11-11,Georgia State,Texas State,3,2017
12,2017-11-11,Georgia Tech,Virginia Tech,6,2017
12,2017-11-11,Indiana,Illinois,10,2017
12,2017-11-11,Kentucky,Vanderbilt,23,2017
12,2017-11-11,Liberty,Presbyterian,19,2017
12,2017-11-11,Louisiana State,Arkansas,23,2017
12,2017-11-11,Louisville,Virginia,17,2017
12,2017-11-11,Marshall,Western Kentucky,7,2017
12,2017-11-11,Massachusetts,Maine,13,2017
12,2017-11-11,Miami,Notre Dame,33,2017
12,2017-11-11,Michigan,Maryland,25,2017
12,2017-11-11,Middle Tennessee State,Charlotte,14,2017
12,2017-11-11,Minnesota,Nebraska,33,2017
12,2017-11-11,Mississippi,Louisiana,28,2017
12,2017-11-11,Missouri,Tennessee,33,2017
12,2017-11-11,Navy,Southern Methodist,3,2017
12,2017-11-11,Nevada,San Jose State,45,2017
12,2017-11-11,North Carolina State,Boston College,3,2017
12,2017-11-11,North Texas,Texas-El Paso,35,2017
12,2017-11-11,Northwestern,Purdue,10,2017
12,2017-11-11,Ohio State,Michigan State,45,2017
12,2017-11-11,Oklahoma,Texas Christian,18,2017
12,2017-11-11,Oklahoma State,Iowa State,7,2017
12,2017-11-11,Old Dominion,Florida International,7,2017
12,2017-11-11,Penn State,Rutgers,29,2017
12,2017-11-11,South Alabama,Arkansas State,5,2017
12,2017-11-11,South Carolina,Florida,8,2017
12,2017-11-11,Southern California,Colorado,14,2017
12,2017-11-11,Southern Mississippi,Rice,9,2017
12,2017-11-11,Texas,Kansas,15,2017
12,2017-11-11,Texas A&M,New Mexico,41,2017
12,2017-11-11,Texas Tech,Baylor,14,2017
12,2017-11-11,Troy,Coastal Carolina,25,2017
12,2017-11-11,Tulane,East Carolina,7,2017
12,2017-11-11,UCLA,Arizona State,7,2017
12,2017-11-11,Wake Forest,Syracuse,21,2017
12,2017-11-11,Washington State,Utah,8,2017
12,2017-11-11,West Virginia,Kansas State,5,2017
12,2017-11-11,Wisconsin,Iowa,24,2017
12,2017-11-11,Wyoming,Air Force,14,2017
13,2017-11-14,Akron,Ohio,3,2017
13,2017-11-14,Central Michigan,Kent State,19,2017
13,2017-11-15,Eastern Michigan,Miami,3,2017
13,2017-11-15,Northern Illinois,Western Michigan,4,2017
13,2017-11-15,Toledo,Bowling Green,29,2017
13,2017-11-16,Buffalo,Ball State,16,2017
13,2017-11-16,South Florida,Tulsa,7,2017
13,2017-11-17,Nevada-Las Vegas,New Mexico,3,2017
13,2017-11-17,Western Kentucky,Middle Tennessee State,3,2017
13,2017-11-18,Alabama,Mercer,56,2017
13,2017-11-18,Arizona State,Oregon State,16,2017
13,2017-11-18,Arkansas State,Texas State,18,2017
13,2017-11-18,Auburn,Louisiana-Monroe,28,2017
13,2017-11-18,Boise State,Air Force,25,2017
13,2017-11-18,Boston College,Connecticut,23,2017
13,2017-11-18,Central Florida,Temple,26,2017
13,2017-11-18,Charleston Southern,Liberty,1,2017
13,2017-11-18,Clemson,Citadel,58,2017
13,2017-11-18,Coastal Carolina,Idaho,6,2017
13,2017-11-18,Colorado State,San Jose State,28,2017
13,2017-11-18,Duke,Georgia Tech,23,2017
13,2017-11-18,East Carolina,Cincinnati,28,2017
13,2017-11-18,Florida,Alabama-Birmingham,29,2017
13,2017-11-18,Florida Atlantic,Florida International,28,2017
13,2017-11-18,Florida State,Delaware State,71,2017
13,2017-11-18,Fresno State,Wyoming,6,2017
13,2017-11-18,Georgia,Kentucky,29,2017
13,2017-11-18,Georgia Southern,South Alabama,52,2017
13,2017-11-18,Indiana,Rutgers,41,2017
13,2017-11-18,Iowa State,Baylor,10,2017
13,2017-11-18,Kansas State,Oklahoma State,5,2017
13,2017-11-18,Louisiana,New Mexico State,13,2017
13,2017-11-18,Louisiana State,Tennessee,20,2017
13,2017-11-18,Louisiana Tech,Texas-El Paso,21,2017
13,2017-11-18,Louisville,Syracuse,46,2017
13,2017-11-18,Massachusetts,Brigham Young,6,2017
13,2017-11-18,Memphis,Southern Methodist,21,2017
13,2017-11-18,Miami,Virginia,16,2017
13,2017-11-18,Michigan State,Maryland,10,2017
13,2017-11-18,Mississippi State,Arkansas,7,2017
13,2017-11-18,Missouri,Vanderbilt,28,2017
13,2017-11-18,North Carolina,Western Carolina,55,2017
13,2017-11-18,North Texas,Army,3,2017
13,2017-11-18,Northwestern,Minnesota,39,2017
13,2017-11-18,Notre Dame,Navy,7,2017
13,2017-11-18,Ohio State,Illinois,38,2017
13,2017-11-18,Oklahoma,Kansas,38,2017
13,2017-11-18,Old Dominion,Rice,3,2017
13,2017-11-18,Oregon,Arizona,20,2017
13,2017-11-18,Penn State,Nebraska,12,2017
13,2017-11-18,Purdue,Iowa,9,2017
13,2017-11-18,San Diego State,Nevada,19,2017
13,2017-11-18,South Carolina,Wofford,21,2017
13,2017-11-18,Southern California,UCLA,5,2017
13,2017-11-18,Southern Mississippi,Charlotte,45,2017
13,2017-11-18,Stanford,California,3,2017
13,2017-11-18,Texas,West Virginia,14,2017
13,2017-11-18,Texas A&M,Mississippi,7,2017
13,2017-11-18,Texas Christian,Texas Tech,24,2017
13,2017-11-18,Texas-San Antonio,Marshall,2,2017
13,2017-11-18,Tulane,Houston,3,2017
13,2017-11-18,Utah State,Hawaii,38,2017
13,2017-11-18,Virginia Tech,Pittsburgh,6,2017
13,2017-11-18,Wake Forest,North Carolina State,6,2017
13,2017-11-18,Washington,Utah,3,2017
13,2017-11-18,Wisconsin,Michigan,14,2017
14,2017-11-21,Akron,Kent State,10,2017
14,2017-11-21,Eastern Michigan,Bowling Green,3,2017
14,2017-11-21,Miami,Ball State,21,2017
14,2017-11-23,Mississippi,Mississippi State,3,2017
14,2017-11-24,Buffalo,Ohio,7,2017
14,2017-11-24,Central Florida,South Florida,7,2017
14,2017-11-24,Central Michigan,Northern Illinois,7,2017
14,2017-11-24,Florida International,Western Kentucky,24,2017
14,2017-11-24,Houston,Navy,10,2017
14,2017-11-24,Iowa,Nebraska,42,2017
14,2017-11-24,Missouri,Arkansas,3,2017
14,2017-11-24,Pittsburgh,Miami,10,2017
14,2017-11-24,San Diego State,New Mexico,25,2017
14,2017-11-24,Texas Christian,Baylor,23,2017
14,2017-11-24,Texas Tech,Texas,4,2017
14,2017-11-24,Toledo,Western Michigan,27,2017
14,2017-11-24,Troy,Texas State,53,2017
14,2017-11-24,UCLA,California,3,2017
14,2017-11-24,Virginia Tech,Virginia,10,2017
14,2017-11-25,Air Force,Utah State,3,2017
14,2017-11-25,Alabama-Birmingham,Texas-El Paso,21,2017
14,2017-11-25,Appalachian State,Georgia State,21,2017
14,2017-11-25,Arizona State,Arizona,12,2017
14,2017-11-25,Arkansas State,Louisiana-Monroe,17,2017
14,2017-11-25,Auburn,Alabama,12,2017
14,2017-11-25,Boston College,Syracuse,28,2017
14,2017-11-25,Brigham Young,Hawaii,10,2017
14,2017-11-25,Cincinnati,Connecticut,1,2017
14,2017-11-25,Clemson,South Carolina,24,2017
14,2017-11-25,Duke,Wake Forest,8,2017
14,2017-11-25,Florida Atlantic,Charlotte,19,2017
14,2017-11-25,Florida State,Florida,16,2017
14,2017-11-25,Fresno State,Boise State,11,2017
14,2017-11-25,Georgia,Georgia Tech,31,2017
14,2017-11-25,Georgia Southern,Louisiana,10,2017
14,2017-11-25,Kansas State,Iowa State,1,2017
14,2017-11-25,Louisiana State,Texas A&M,24,2017
14,2017-11-25,Louisiana Tech,Texas-San Antonio,14,2017
14,2017-11-25,Louisville,Kentucky,27,2017
14,2017-11-25,Memphis,East Carolina,57,2017
14,2017-11-25,Michigan State,Rutgers,33,2017
14,2017-11-25,Middle Tennessee State,Old Dominion,31,2017
14,2017-11-25,Nevada,Nevada-Las Vegas,7,2017
14,2017-11-25,New Mexico State,Idaho,7,2017
14,2017-11-25,North Carolina State,North Carolina,12,2017
14,2017-11-25,North Texas,Rice,16,2017
14,2017-11-25,Northwestern,Illinois,35,2017
14,2017-11-25,Ohio State,Michigan,11,2017
14,2017-11-25,Oklahoma,West Virginia,28,2017
14,2017-11-25,Oklahoma State,Kansas,41,2017
14,2017-11-25,Oregon,Oregon State,59,2017
14,2017-11-25,Penn State,Maryland,63,2017
14,2017-11-25,Purdue,Indiana,7,2017
14,2017-11-25,San Jose State,Wyoming,3,2017
14,2017-11-25,Southern Methodist,Tulane,3,2017
14,2017-11-25,Southern Mississippi,Marshall,1,2017
14,2017-11-25,Stanford,Notre Dame,18,2017
14,2017-11-25,Temple,Tulsa,21,2017
14,2017-11-25,Utah,Colorado,21,2017
14,2017-11-25,Vanderbilt,Tennessee,18,2017
14,2017-11-25,Washington,Washington State,27,2017
14,2017-11-25,Wisconsin,Minnesota,31,2017
15,2017-12-01,Southern California,Stanford,3,2017
15,2017-12-02,Appalachian State,Louisiana,49,2017
15,2017-12-02,Boise State,Fresno State,3,2017
15,2017-12-02,Central Florida,Memphis,7,2017
15,2017-12-02,Clemson,Miami,35,2017
15,2017-12-02,Coastal Carolina,Georgia Southern,11,2017
15,2017-12-02,Florida Atlantic,North Texas,24,2017
15,2017-12-02,Florida International,Massachusetts,18,2017
15,2017-12-02,Florida State,Louisiana-Monroe,32,2017
15,2017-12-02,Georgia,Auburn,21,2017
15,2017-12-02,Idaho,Georgia State,14,2017
15,2017-12-02,New Mexico State,South Alabama,5,2017
15,2017-12-02,Ohio State,Wisconsin,6,2017
15,2017-12-02,Oklahoma,Texas Christian,24,2017
15,2017-12-02,Toledo,Akron,17,2017
15,2017-12-02,Troy,Arkansas State,7,2017
16,2017-12-09,Army,Navy,1,2017
17,2017-12-16,Boise State,Oregon,10,2017
17,2017-12-16,Georgia State,Western Kentucky,10,2017
17,2017-12-16,Marshall,Colorado State,3,2017
17,2017-12-16,Middle Tennessee State,Arkansas State,5,2017
17,2017-12-16,Troy,North Texas,20,2017
18,2017-12-19,Florida Atlantic,Akron,47,2017
18,2017-12-20,Louisiana Tech,Southern Methodist,41,2017
18,2017-12-21,Temple,Florida International,25,2017
18,2017-12-22,Ohio,Alabama-Birmingham,35,2017
18,2017-12-22,Wyoming,Central Michigan,23,2017
18,2017-12-23,Appalachian State,Toledo,34,2017
18,2017-12-23,Army,San Diego State,7,2017
18,2017-12-23,South Florida,Texas Tech,4,2017
18,2017-12-24,Fresno State,Houston,6,2017
19,2017-12-26,Duke,Northern Illinois,22,2017
19,2017-12-26,Kansas State,UCLA,18,2017
19,2017-12-26,Utah,West Virginia,16,2017
19,2017-12-27,Florida State,Southern Mississippi,29,2017
19,2017-12-27,Iowa,Boston College,7,2017
19,2017-12-27,Purdue,Arizona,3,2017
19,2017-12-27,Texas,Missouri,17,2017
19,2017-12-28,Michigan State,Washington State,25,2017
19,2017-12-28,Navy,Virginia,42,2017
19,2017-12-28,Oklahoma State,Virginia Tech,9,2017
19,2017-12-28,Texas Christian,Stanford,2,2017
19,2017-12-29,New Mexico State,Utah State,6,2017
19,2017-12-29,North Carolina State,Arizona State,21,2017
19,2017-12-29,Northwestern,Kentucky,1,2017
19,2017-12-29,Ohio State,Southern California,17,2017
19,2017-12-29,Wake Forest,Texas A&M,3,2017
19,2017-12-30,Iowa State,Memphis,1,2017
19,2017-12-30,Mississippi State,Louisville,4,2017
19,2017-12-30,Penn State,Washington,7,2017
19,2017-12-30,Wisconsin,Miami,10,2017
20,2018-01-01,Alabama,Clemson,18,2017
20,2018-01-01,Central Florida,Auburn,7,2017
20,2018-01-01,Georgia,Oklahoma,6,2017
20,2018-01-01,Notre Dame,Louisiana State,4,2017
20,2018-01-01,South Carolina,Michigan,7,2017
21,2018-01-08,Alabama,Georgia,3,2017
1,2018-08-25,Hawaii,Colorado State,9,2018
1,2018-08-25,Massachusetts,Duquesne,48,2018
1,2018-08-25,Rice,Prairie View A&M,3,2018
1,2018-08-25,Wyoming,New Mexico State,22,2018
2,2018-08-30,Alabama-Birmingham,Savannah State,52,2018
2,2018-08-30,Ball State,Central Connecticut State,36,2018
2,2018-08-30,California-Davis,San Jose State,6,2018
2,2018-08-30,Central Florida,Connecticut,39,2018
2,2018-08-30,Georgia State,Kennesaw State,4,2018
2,2018-08-30,Louisiana-Monroe,Southeastern Louisiana,3,2018
2,2018-08-30,Minnesota,New Mexico State,38,2018
2,2018-08-30,Northwestern,Purdue,4,2018
2,2018-08-30,Oklahoma State,Missouri State,41,2018
2,2018-08-30,Texas A&M,Northwestern State,52,2018
2,2018-08-30,Utah,Weber State,31,2018
2,2018-08-30,Wake Forest,Tulane,6,2018
2,2018-08-31,Colorado,Colorado State,32,2018
2,2018-08-31,Duke,Army,20,2018
2,2018-08-31,Eastern Michigan,Monmouth,34,2018
2,2018-08-31,Michigan State,Utah State,7,2018
2,2018-08-31,Nevada,Portland State,53,2018
2,2018-08-31,Stanford,San Diego State,21,2018
2,2018-08-31,Syracuse,Western Michigan,13,2018
2,2018-08-31,Wisconsin,Western Kentucky,31,2018
2,2018-09-01,Air Force,Stony Brook,38,2018
2,2018-09-01,Alabama,Louisville,37,2018
2,2018-09-01,Arizona State,Texas-San Antonio,42,2018
2,2018-09-01,Arkansas,Eastern Illinois,35,2018
2,2018-09-01,Arkansas State,Southeast Missouri State,27,2018
2,2018-09-01,Auburn,Washington,5,2018
2,2018-09-01,Baylor,Abilene Christian,28,2018
2,2018-09-01,Boise State,Troy,36,2018
2,2018-09-01,Boston College,Massachusetts,34,2018
2,2018-09-01,Brigham Young,Arizona,5,2018
2,2018-09-01,Buffalo,Delaware State,38,2018
2,2018-09-01,California,North Carolina,7,2018
2,2018-09-01,Charlotte,Fordham,24,2018
2,2018-09-01,Cincinnati,UCLA,9,2018
2,2018-09-01,Clemson,Furman,41,2018
2,2018-09-01,Florida,Charleston Southern,47,2018
2,2018-09-01,Fresno State,Idaho,66,2018
2,2018-09-01,Georgia,Austin Peay,45,2018
2,2018-09-01,Georgia Southern,South Carolina State,31,2018
2,2018-09-01,Georgia Tech,Alcorn State,41,2018
2,2018-09-01,Hawaii,Navy,18,2018
2,2018-09-01,Houston,Rice,18,2018
2,2018-09-01,Illinois,Kent State,7,2018
2,2018-09-01,Indiana,Florida International,10,2018
2,2018-09-01,Iowa,Northern Illinois,26,2018
2,2018-09-01,Kansas State,South Dakota,3,2018
2,2018-09-01,Kentucky,Central Michigan,15,2018
2,2018-09-01,Liberty,Old Dominion,42,2018
2,2018-09-01,Louisiana,Grambling State,32,2018
2,2018-09-01,Louisiana Tech,South Alabama,4,2018
2,2018-09-01,Marshall,Miami,7,2018
2,2018-09-01,Maryland,Texas,5,2018
2,2018-09-01,Memphis,Mercer,52,2018
2,2018-09-01,Mississippi,Texas Tech,20,2018
2,2018-09-01,Mississippi State,Stephen F. Austin,57,2018
2,2018-09-01,Missouri,Tennessee-Martin,37,2018
2,2018-09-01,New Mexico,Incarnate Word,32,2018
2,2018-09-01,Nicholls State,Kansas,3,2018
2,2018-09-01,North Carolina State,James Madison,11,2018
2,2018-09-01,North Texas,Southern Methodist,23,2018
2,2018-09-01,Northern Arizona,Texas-El Paso,20,2018
2,2018-09-01,Notre Dame,Michigan,7,2018
2,2018-09-01,Ohio,Howard,6,2018
2,2018-09-01,Ohio State,Oregon State,46,2018
2,2018-09-01,Oklahoma,Florida Atlantic,49,2018
2,2018-09-01,Oregon,Bowling Green,34,2018
2,2018-09-01,Penn State,Appalachian State,7,2018
2,2018-09-01,Pittsburgh,Albany,26,2018
